,Trial-ID,Status,Iteration,batch_size,gru_hidden,hidden_unit1,hidden_unit2,lr,Objective
46,24,INTERMEDIATE,1,512.0,54.0,22.0,24.0,0.05,0.00025528733272465814
47,24,COMPLETED,1,512.0,54.0,22.0,24.0,0.05,0.00025528733272465814
48,25,INTERMEDIATE,1,2048.0,63.0,16.0,28.0,0.05,0.0027942130986817835
49,25,COMPLETED,1,2048.0,63.0,16.0,28.0,0.05,0.0027942130986817835
50,26,INTERMEDIATE,1,512.0,61.0,24.0,21.0,0.005,1.776081889937273e-05
51,26,COMPLETED,1,512.0,61.0,24.0,21.0,0.005,1.776081889937273e-05
52,27,INTERMEDIATE,1,512.0,55.0,24.0,31.0,0.005,2.0786026923729756e-05
53,27,COMPLETED,1,512.0,55.0,24.0,31.0,0.005,2.0786026923729756e-05
54,28,INTERMEDIATE,1,512.0,29.0,39.0,53.0,0.019185158452021484,3.279619864884736e-05
55,28,COMPLETED,1,512.0,29.0,39.0,53.0,0.019185158452021484,3.279619864884736e-05
56,29,INTERMEDIATE,1,512.0,33.0,44.0,55.0,0.01325057099791003,2.741823986488495e-05
57,29,COMPLETED,1,512.0,33.0,44.0,55.0,0.01325057099791003,2.741823986488495e-05
58,30,INTERMEDIATE,1,512.0,34.0,38.0,58.0,0.005606430229837754,3.26318718097499e-05
59,30,COMPLETED,1,512.0,34.0,38.0,58.0,0.005606430229837754,3.26318718097499e-05
60,31,INTERMEDIATE,1,1024.0,28.0,42.0,60.0,0.05,0.00016923942935370215
61,31,COMPLETED,1,1024.0,28.0,42.0,60.0,0.05,0.00016923942935370215
62,32,INTERMEDIATE,1,512.0,59.0,19.0,17.0,0.005,4.393420587392113e-05
63,32,COMPLETED,1,512.0,59.0,19.0,17.0,0.005,4.393420587392113e-05
64,33,INTERMEDIATE,1,1024.0,32.0,32.0,53.0,0.05,0.0001273844386995138
65,33,COMPLETED,1,1024.0,32.0,32.0,53.0,0.05,0.0001273844386995138
66,34,INTERMEDIATE,1,512.0,27.0,33.0,59.0,0.005,4.072156018965907e-05
67,34,COMPLETED,1,512.0,27.0,33.0,59.0,0.005,4.072156018965907e-05
68,35,INTERMEDIATE,1,1024.0,33.0,31.0,62.0,0.05,7.2064984401983e-05
69,35,COMPLETED,1,1024.0,33.0,31.0,62.0,0.05,7.2064984401983e-05
70,36,INTERMEDIATE,1,1024.0,30.0,45.0,48.0,0.05,0.00013342093648415594
71,36,COMPLETED,1,1024.0,30.0,45.0,48.0,0.05,0.00013342093648415594
72,37,INTERMEDIATE,1,512.0,29.0,25.0,59.0,0.03923008106061163,7.596059940415908e-05
73,37,COMPLETED,1,512.0,29.0,25.0,59.0,0.03923008106061163,7.596059940415908e-05
74,38,INTERMEDIATE,1,512.0,23.0,28.0,53.0,0.05,0.00010225878710095285
75,38,COMPLETED,1,512.0,23.0,28.0,53.0,0.05,0.00010225878710095285
76,39,INTERMEDIATE,1,1024.0,22.0,27.0,62.0,0.05,8.35694249977937e-05
77,39,COMPLETED,1,1024.0,22.0,27.0,62.0,0.05,8.35694249977937e-05
78,40,INTERMEDIATE,1,1024.0,20.0,35.0,56.0,0.05,5.4896231223400694e-05
79,40,COMPLETED,1,1024.0,20.0,35.0,56.0,0.05,5.4896231223400694e-05
80,41,INTERMEDIATE,1,1024.0,23.0,36.0,48.0,0.005,2.427317025153853e-05
81,41,COMPLETED,1,1024.0,23.0,36.0,48.0,0.005,2.427317025153853e-05
82,42,INTERMEDIATE,1,512.0,21.0,42.0,52.0,0.005,1.948956255289916e-05
83,42,COMPLETED,1,512.0,21.0,42.0,52.0,0.005,1.948956255289916e-05
84,43,INTERMEDIATE,1,512.0,25.0,49.0,54.0,0.005,2.783961246073685e-05
85,43,COMPLETED,1,512.0,25.0,49.0,54.0,0.005,2.783961246073685e-05
86,44,INTERMEDIATE,1,1024.0,21.0,48.0,47.0,0.005,2.826741533340887e-05
87,44,COMPLETED,1,1024.0,21.0,48.0,47.0,0.005,2.826741533340887e-05
88,45,INTERMEDIATE,1,512.0,20.0,41.0,43.0,0.05,0.00012941992111962724
89,45,COMPLETED,1,512.0,20.0,41.0,43.0,0.05,0.00012941992111962724
90,46,INTERMEDIATE,1,512.0,26.0,55.0,48.0,0.005,2.9500492266491837e-05
91,46,COMPLETED,1,512.0,26.0,55.0,48.0,0.005,2.9500492266491837e-05
92,47,INTERMEDIATE,1,2048.0,32.0,53.0,53.0,0.005,4.204069908975243e-05
93,47,COMPLETED,1,2048.0,32.0,53.0,53.0,0.005,4.204069908975243e-05
94,48,INTERMEDIATE,1,1024.0,20.0,55.0,52.0,0.05,0.00011602496238932848
95,48,COMPLETED,1,1024.0,20.0,55.0,52.0,0.05,0.00011602496238932848
96,49,INTERMEDIATE,1,512.0,27.0,58.0,56.0,0.005,0.0002796840193410435
97,49,COMPLETED,1,512.0,27.0,58.0,56.0,0.005,0.0002796840193410435
98,50,INTERMEDIATE,1,512.0,20.0,55.0,42.0,0.05,3.8898484731108394e-05
99,50,COMPLETED,1,512.0,20.0,55.0,42.0,0.05,3.8898484731108394e-05
100,51,INTERMEDIATE,1,2048.0,26.0,51.0,41.0,0.005,4.79826912086122e-05
101,51,COMPLETED,1,2048.0,26.0,51.0,41.0,0.005,4.79826912086122e-05
102,52,INTERMEDIATE,1,1024.0,27.0,59.0,41.0,0.05,6.419917048180737e-05
103,52,COMPLETED,1,1024.0,27.0,59.0,41.0,0.05,6.419917048180737e-05
104,53,INTERMEDIATE,1,512.0,34.0,54.0,45.0,0.05,0.004398196514589077
105,53,COMPLETED,1,512.0,34.0,54.0,45.0,0.05,0.004398196514589077
106,54,INTERMEDIATE,1,1024.0,23.0,59.0,45.0,0.005,4.0676377006174985e-05
107,54,COMPLETED,1,1024.0,23.0,59.0,45.0,0.005,4.0676377006174985e-05
108,55,INTERMEDIATE,1,2048.0,31.0,51.0,57.0,0.005,6.0462983216820885e-05
109,55,COMPLETED,1,2048.0,31.0,51.0,57.0,0.005,6.0462983216820885e-05
110,56,INTERMEDIATE,1,1024.0,24.0,57.0,37.0,0.005,3.543625348257943e-05
111,56,COMPLETED,1,1024.0,24.0,57.0,37.0,0.005,3.543625348257943e-05
112,57,INTERMEDIATE,1,1024.0,22.0,49.0,39.0,0.005,3.400272195473885e-05
113,57,COMPLETED,1,1024.0,22.0,49.0,39.0,0.005,3.400272195473885e-05
114,58,INTERMEDIATE,1,2048.0,23.0,53.0,47.0,0.005,6.16704850595828e-05
115,58,COMPLETED,1,2048.0,23.0,53.0,47.0,0.005,6.16704850595828e-05
116,59,INTERMEDIATE,1,2048.0,25.0,43.0,47.0,0.005,5.563133779390406e-05
117,59,COMPLETED,1,2048.0,25.0,43.0,47.0,0.005,5.563133779390406e-05
118,60,INTERMEDIATE,1,1024.0,24.0,64.0,39.0,0.05,0.0025787910062622776
119,60,COMPLETED,1,1024.0,24.0,64.0,39.0,0.05,0.0025787910062622776
120,61,INTERMEDIATE,1,1024.0,24.0,55.0,41.0,0.005,3.887917105052284e-05
121,61,COMPLETED,1,1024.0,24.0,55.0,41.0,0.005,3.887917105052284e-05
122,62,INTERMEDIATE,1,2048.0,25.0,52.0,34.0,0.05,0.0001307927417614889
123,62,COMPLETED,1,2048.0,25.0,52.0,34.0,0.05,0.0001307927417614889
124,63,INTERMEDIATE,1,1024.0,30.0,37.0,44.0,0.05,0.0001002999406112356
125,63,COMPLETED,1,1024.0,30.0,37.0,44.0,0.05,0.0001002999406112356
126,64,INTERMEDIATE,1,1024.0,21.0,35.0,64.0,0.05,0.00022455553308813796
127,64,COMPLETED,1,1024.0,21.0,35.0,64.0,0.05,0.00022455553308813796
128,65,INTERMEDIATE,1,512.0,40.0,32.0,58.0,0.005,1.5800045598447342e-05
129,65,COMPLETED,1,512.0,40.0,32.0,58.0,0.005,1.5800045598447342e-05
130,66,INTERMEDIATE,1,1024.0,40.0,37.0,63.0,0.05,7.934001112645885e-05
131,66,COMPLETED,1,1024.0,40.0,37.0,63.0,0.05,7.934001112645885e-05
132,67,INTERMEDIATE,1,512.0,41.0,27.0,64.0,0.005,3.467598810506274e-05
133,67,COMPLETED,1,512.0,41.0,27.0,64.0,0.005,3.467598810506274e-05
134,68,INTERMEDIATE,1,1024.0,38.0,24.0,58.0,0.005,4.931586580075533e-05
135,68,COMPLETED,1,1024.0,38.0,24.0,58.0,0.005,4.931586580075533e-05
136,69,INTERMEDIATE,1,1024.0,35.0,22.0,64.0,0.005,2.2228056054943745e-05
137,69,COMPLETED,1,1024.0,35.0,22.0,64.0,0.005,2.2228056054943745e-05
138,70,INTERMEDIATE,1,512.0,42.0,19.0,63.0,0.05,0.002384602215999281
139,70,COMPLETED,1,512.0,42.0,19.0,63.0,0.05,0.002384602215999281
140,71,INTERMEDIATE,1,1024.0,36.0,27.0,62.0,0.005,4.444664497287315e-05
141,71,COMPLETED,1,1024.0,36.0,27.0,62.0,0.005,4.444664497287315e-05
142,72,INTERMEDIATE,1,1024.0,30.0,22.0,64.0,0.005,3.493922602772185e-05
143,72,COMPLETED,1,1024.0,30.0,22.0,64.0,0.005,3.493922602772185e-05
144,73,INTERMEDIATE,1,1024.0,35.0,24.0,52.0,0.005,2.6041938930762106e-05
145,73,COMPLETED,1,1024.0,35.0,24.0,52.0,0.005,2.6041938930762106e-05
146,74,INTERMEDIATE,1,512.0,43.0,32.0,64.0,0.005,1.86520306250632e-05
147,74,COMPLETED,1,512.0,43.0,32.0,64.0,0.005,1.86520306250632e-05
148,75,INTERMEDIATE,1,1024.0,40.0,28.0,52.0,0.005,3.19657621088218e-05
149,75,COMPLETED,1,1024.0,40.0,28.0,52.0,0.005,3.19657621088218e-05
150,76,INTERMEDIATE,1,2048.0,27.0,28.0,43.0,0.005,7.134574785724315e-05
151,76,COMPLETED,1,2048.0,27.0,28.0,43.0,0.005,7.134574785724315e-05
152,77,INTERMEDIATE,1,2048.0,36.0,28.0,43.0,0.04917913352807435,0.00013996109227528973
153,77,COMPLETED,1,2048.0,36.0,28.0,43.0,0.04917913352807435,0.00013996109227528973
154,78,INTERMEDIATE,1,1024.0,27.0,20.0,48.0,0.005,3.9415385559977514e-05
155,78,COMPLETED,1,1024.0,27.0,20.0,48.0,0.005,3.9415385559977514e-05
156,79,INTERMEDIATE,1,1024.0,31.0,20.0,41.0,0.005,5.2307963835886e-05
157,79,COMPLETED,1,1024.0,31.0,20.0,41.0,0.005,5.2307963835886e-05
158,80,INTERMEDIATE,1,512.0,22.0,21.0,41.0,0.05,0.00014123596850305008
159,80,COMPLETED,1,512.0,22.0,21.0,41.0,0.05,0.00014123596850305008
160,81,INTERMEDIATE,1,512.0,29.0,26.0,35.0,0.05,5.017602325991237e-05
161,81,COMPLETED,1,512.0,29.0,26.0,35.0,0.05,5.017602325991237e-05
162,82,INTERMEDIATE,1,1024.0,24.0,33.0,36.0,0.05,7.826073904953027e-05
163,82,COMPLETED,1,1024.0,24.0,33.0,36.0,0.05,7.826073904953027e-05
164,83,INTERMEDIATE,1,1024.0,32.0,33.0,35.0,0.005,6.33958873797687e-05
165,83,COMPLETED,1,1024.0,32.0,33.0,35.0,0.005,6.33958873797687e-05
166,84,INTERMEDIATE,1,1024.0,27.0,31.0,28.0,0.005,5.296338460854729e-05
167,84,COMPLETED,1,1024.0,27.0,31.0,28.0,0.005,5.296338460854729e-05
168,85,INTERMEDIATE,1,1024.0,21.0,26.0,31.0,0.005,2.9194583927003923e-05
169,85,COMPLETED,1,1024.0,21.0,26.0,31.0,0.005,2.9194583927003923e-05
170,86,INTERMEDIATE,1,1024.0,27.0,22.0,27.0,0.005,3.000258611141807e-05
171,86,COMPLETED,1,1024.0,27.0,22.0,27.0,0.005,3.000258611141807e-05
172,87,INTERMEDIATE,1,512.0,22.0,26.0,23.0,0.05,3.8959557256241705e-05
173,87,COMPLETED,1,512.0,22.0,26.0,23.0,0.05,3.8959557256241705e-05
174,88,INTERMEDIATE,1,2048.0,30.0,27.0,21.0,0.0395043216542632,0.000570782330695361
175,88,COMPLETED,1,2048.0,30.0,27.0,21.0,0.0395043216542632,0.000570782330695361
176,89,INTERMEDIATE,1,512.0,20.0,19.0,27.0,0.05,3.6495807469692735e-05
177,89,COMPLETED,1,512.0,20.0,19.0,27.0,0.05,3.6495807469692735e-05
178,90,INTERMEDIATE,1,1024.0,25.0,18.0,33.0,0.005,4.907841088835717e-05
179,90,COMPLETED,1,1024.0,25.0,18.0,33.0,0.005,4.907841088835717e-05
180,91,INTERMEDIATE,1,1024.0,28.0,53.0,53.0,0.005,2.7884693603506948e-05
181,91,COMPLETED,1,1024.0,28.0,53.0,53.0,0.005,2.7884693603506948e-05
182,92,INTERMEDIATE,1,512.0,20.0,34.0,27.0,0.005,3.918412074995535e-05
183,92,COMPLETED,1,512.0,20.0,34.0,27.0,0.005,3.918412074995535e-05
184,93,INTERMEDIATE,1,1024.0,34.0,18.0,33.0,0.005,5.5090150269573514e-05
185,93,COMPLETED,1,1024.0,34.0,18.0,33.0,0.005,5.5090150269573514e-05
186,94,INTERMEDIATE,1,2048.0,26.0,39.0,31.0,0.005,8.077748405790308e-05
187,94,COMPLETED,1,2048.0,26.0,39.0,31.0,0.005,8.077748405790308e-05
188,95,INTERMEDIATE,1,1024.0,23.0,18.0,56.0,0.005,5.2756172210382965e-05
189,95,COMPLETED,1,1024.0,23.0,18.0,56.0,0.005,5.2756172210382965e-05
190,96,INTERMEDIATE,1,1024.0,40.0,19.0,40.0,0.04378743255284232,0.00011555882150869665
191,96,COMPLETED,1,1024.0,40.0,19.0,40.0,0.04378743255284232,0.00011555882150869665
192,97,INTERMEDIATE,1,1024.0,30.0,19.0,55.0,0.005,3.664902957637806e-05
193,97,COMPLETED,1,1024.0,30.0,19.0,55.0,0.005,3.664902957637806e-05
194,98,INTERMEDIATE,1,1024.0,38.0,25.0,34.0,0.005,3.061166777941824e-05
195,98,COMPLETED,1,1024.0,38.0,25.0,34.0,0.005,3.061166777941824e-05
196,99,INTERMEDIATE,1,512.0,43.0,18.0,31.0,0.005,2.659020174916907e-05
197,99,COMPLETED,1,512.0,43.0,18.0,31.0,0.005,2.659020174916907e-05
198,100,INTERMEDIATE,1,512.0,49.0,19.0,36.0,0.005,4.096616708262429e-05
199,100,COMPLETED,1,512.0,49.0,19.0,36.0,0.005,4.096616708262429e-05
