,Trial-ID,Status,Iteration,batch_size,gru_hidden,hidden_unit1,hidden_unit2,lr,Objective
55,28,COMPLETED,1,2048.0,29.0,16.0,51.0,0.05,0.00016591148263276866
56,29,INTERMEDIATE,1,512.0,26.0,30.0,64.0,0.05,0.0001706437907039549
57,29,COMPLETED,1,512.0,26.0,30.0,64.0,0.05,0.0001706437907039549
58,30,INTERMEDIATE,1,2048.0,66.0,16.0,31.0,0.05,0.00455809096687242
59,30,COMPLETED,1,2048.0,66.0,16.0,31.0,0.05,0.00455809096687242
60,31,INTERMEDIATE,1,1024.0,44.0,18.0,64.0,0.005,3.812173327397181e-05
61,31,COMPLETED,1,1024.0,44.0,18.0,64.0,0.005,3.812173327397181e-05
62,32,INTERMEDIATE,1,2048.0,80.0,52.0,31.0,0.0064280575310232185,5.801558767030321e-05
63,32,COMPLETED,1,2048.0,80.0,52.0,31.0,0.0064280575310232185,5.801558767030321e-05
64,33,INTERMEDIATE,1,512.0,20.0,64.0,49.0,0.005,3.178971410274985e-05
65,33,COMPLETED,1,512.0,20.0,64.0,49.0,0.005,3.178971410274985e-05
66,34,INTERMEDIATE,1,1024.0,50.0,16.0,49.0,0.035427290402450524,5.280373101516491e-05
67,34,COMPLETED,1,1024.0,50.0,16.0,49.0,0.035427290402450524,5.280373101516491e-05
68,35,INTERMEDIATE,1,1024.0,20.0,48.0,41.0,0.005,4.514913140078485e-05
69,35,COMPLETED,1,1024.0,20.0,48.0,41.0,0.005,4.514913140078485e-05
70,36,INTERMEDIATE,1,2048.0,61.0,62.0,64.0,0.005,0.00011248806882726237
71,36,COMPLETED,1,2048.0,61.0,62.0,64.0,0.005,0.00011248806882726237
72,37,INTERMEDIATE,1,2048.0,50.0,51.0,44.0,0.005,7.918361476884818e-05
73,37,COMPLETED,1,2048.0,50.0,51.0,44.0,0.005,7.918361476884818e-05
74,38,INTERMEDIATE,1,1024.0,80.0,16.0,8.0,0.005,6.984921498324254e-05
75,38,COMPLETED,1,1024.0,80.0,16.0,8.0,0.005,6.984921498324254e-05
76,39,INTERMEDIATE,1,2048.0,65.0,46.0,43.0,0.05,0.05741977533200174
77,39,COMPLETED,1,2048.0,65.0,46.0,43.0,0.05,0.05741977533200174
78,40,INTERMEDIATE,1,2048.0,47.0,42.0,54.0,0.005,0.00013459937513926352
79,40,COMPLETED,1,2048.0,47.0,42.0,54.0,0.005,0.00013459937513926352
80,41,INTERMEDIATE,1,1024.0,57.0,40.0,63.0,0.005,4.213841293249567e-05
81,41,COMPLETED,1,1024.0,57.0,40.0,63.0,0.005,4.213841293249567e-05
82,42,INTERMEDIATE,1,2048.0,80.0,47.0,37.0,0.005,6.24567830067266e-05
83,42,COMPLETED,1,2048.0,80.0,47.0,37.0,0.005,6.24567830067266e-05
84,43,INTERMEDIATE,1,2048.0,44.0,55.0,49.0,0.005,6.597893732919717e-05
85,43,COMPLETED,1,2048.0,44.0,55.0,49.0,0.005,6.597893732919717e-05
86,44,INTERMEDIATE,1,2048.0,52.0,29.0,54.0,0.005,0.00011496065211524038
87,44,COMPLETED,1,2048.0,52.0,29.0,54.0,0.005,0.00011496065211524038
88,45,INTERMEDIATE,1,2048.0,80.0,35.0,32.0,0.005,0.0003241043530632164
89,45,COMPLETED,1,2048.0,80.0,35.0,32.0,0.005,0.0003241043530632164
90,46,INTERMEDIATE,1,1024.0,52.0,24.0,39.0,0.005,5.050986016284223e-05
91,46,COMPLETED,1,1024.0,52.0,24.0,39.0,0.005,5.050986016284223e-05
92,47,INTERMEDIATE,1,1024.0,61.0,52.0,64.0,0.005,4.082298076496731e-05
93,47,COMPLETED,1,1024.0,61.0,52.0,64.0,0.005,4.082298076496731e-05
94,48,INTERMEDIATE,1,1024.0,41.0,47.0,40.0,0.005,0.000164375337298374
95,48,COMPLETED,1,1024.0,41.0,47.0,40.0,0.005,0.000164375337298374
96,49,INTERMEDIATE,1,512.0,20.0,50.0,52.0,0.05,9.199616129667105e-05
97,49,COMPLETED,1,512.0,20.0,50.0,52.0,0.05,9.199616129667105e-05
98,50,INTERMEDIATE,1,1024.0,53.0,57.0,57.0,0.005,4.1410606214845695e-05
99,50,COMPLETED,1,1024.0,53.0,57.0,57.0,0.005,4.1410606214845695e-05
100,51,INTERMEDIATE,1,1024.0,80.0,26.0,44.0,0.005,0.00041089832119608073
101,51,COMPLETED,1,1024.0,80.0,26.0,44.0,0.005,0.00041089832119608073
102,52,INTERMEDIATE,1,512.0,25.0,31.0,39.0,0.05,8.607954434814302e-05
103,52,COMPLETED,1,512.0,25.0,31.0,39.0,0.05,8.607954434814302e-05
104,53,INTERMEDIATE,1,1024.0,80.0,38.0,64.0,0.005,0.00015934510313875285
105,53,COMPLETED,1,1024.0,80.0,38.0,64.0,0.005,0.00015934510313875285
106,54,INTERMEDIATE,1,2048.0,35.0,25.0,59.0,0.005,7.208495153355424e-05
107,54,COMPLETED,1,2048.0,35.0,25.0,59.0,0.005,7.208495153355424e-05
108,55,INTERMEDIATE,1,2048.0,20.0,64.0,64.0,0.04557055354129095,0.0008631711884654306
109,55,COMPLETED,1,2048.0,20.0,64.0,64.0,0.04557055354129095,0.0008631711884654306
110,56,INTERMEDIATE,1,512.0,30.0,61.0,39.0,0.05,5.084674450498984e-05
111,56,COMPLETED,1,512.0,30.0,61.0,39.0,0.05,5.084674450498984e-05
112,57,INTERMEDIATE,1,512.0,65.0,29.0,59.0,0.005,4.4460282537095626e-05
113,57,COMPLETED,1,512.0,65.0,29.0,59.0,0.005,4.4460282537095626e-05
114,58,INTERMEDIATE,1,1024.0,80.0,26.0,17.0,0.005,5.253833783675109e-05
115,58,COMPLETED,1,1024.0,80.0,26.0,17.0,0.005,5.253833783675109e-05
116,59,INTERMEDIATE,1,2048.0,29.0,16.0,25.0,0.005,0.00014631339594683675
117,59,COMPLETED,1,2048.0,29.0,16.0,25.0,0.005,0.00014631339594683675
118,60,INTERMEDIATE,1,1024.0,20.0,64.0,31.0,0.005,6.826270774116735e-05
119,60,COMPLETED,1,1024.0,20.0,64.0,31.0,0.005,6.826270774116735e-05
120,61,INTERMEDIATE,1,2048.0,44.0,60.0,38.0,0.005,7.457662131466168e-05
121,61,COMPLETED,1,2048.0,44.0,60.0,38.0,0.005,7.457662131466168e-05
122,62,INTERMEDIATE,1,1024.0,20.0,27.0,26.0,0.005,5.898935691106293e-05
123,62,COMPLETED,1,1024.0,20.0,27.0,26.0,0.005,5.898935691106293e-05
124,63,INTERMEDIATE,1,1024.0,58.0,16.0,60.0,0.05,0.006493322510045652
125,63,COMPLETED,1,1024.0,58.0,16.0,60.0,0.05,0.006493322510045652
126,64,INTERMEDIATE,1,1024.0,20.0,16.0,14.0,0.005,7.648135727633975e-05
127,64,COMPLETED,1,1024.0,20.0,16.0,14.0,0.005,7.648135727633975e-05
128,65,INTERMEDIATE,1,512.0,20.0,48.0,27.0,0.05,0.00013949713429716975
129,65,COMPLETED,1,512.0,20.0,48.0,27.0,0.05,0.00013949713429716975
130,66,INTERMEDIATE,1,512.0,32.0,50.0,64.0,0.005,5.210521361387251e-05
131,66,COMPLETED,1,512.0,32.0,50.0,64.0,0.005,5.210521361387251e-05
132,67,INTERMEDIATE,1,1024.0,68.0,16.0,13.0,0.005,0.00013581922110637612
133,67,COMPLETED,1,1024.0,68.0,16.0,13.0,0.005,0.00013581922110637612
134,68,INTERMEDIATE,1,1024.0,56.0,26.0,28.0,0.005,4.010880359687044e-05
135,68,COMPLETED,1,1024.0,56.0,26.0,28.0,0.005,4.010880359687044e-05
136,69,INTERMEDIATE,1,512.0,32.0,16.0,64.0,0.05,0.00012951524276759452
137,69,COMPLETED,1,512.0,32.0,16.0,64.0,0.05,0.00012951524276759452
138,70,INTERMEDIATE,1,512.0,80.0,27.0,0.0,0.05,0.0035623686703481648
139,70,COMPLETED,1,512.0,80.0,27.0,0.0,0.05,0.0035623686703481648
140,71,INTERMEDIATE,1,1024.0,43.0,16.0,19.0,0.005,7.921796904310606e-05
141,71,COMPLETED,1,1024.0,43.0,16.0,19.0,0.005,7.921796904310606e-05
142,72,INTERMEDIATE,1,512.0,20.0,16.0,0.0,0.02780534048434232,3.901268723513264e-05
143,72,COMPLETED,1,512.0,20.0,16.0,0.0,0.02780534048434232,3.901268723513264e-05
144,73,INTERMEDIATE,1,2048.0,27.0,41.0,59.0,0.005,0.00010258148242677434
145,73,COMPLETED,1,2048.0,27.0,41.0,59.0,0.005,0.00010258148242677434
146,74,INTERMEDIATE,1,512.0,80.0,31.0,55.0,0.005,4.831894452518817e-05
147,74,COMPLETED,1,512.0,80.0,31.0,55.0,0.005,4.831894452518817e-05
148,75,INTERMEDIATE,1,512.0,40.0,16.0,52.0,0.005,3.668096766778449e-05
149,75,COMPLETED,1,512.0,40.0,16.0,52.0,0.005,3.668096766778449e-05
150,76,INTERMEDIATE,1,2048.0,20.0,64.0,17.0,0.005,0.00011299088302548224
151,76,COMPLETED,1,2048.0,20.0,64.0,17.0,0.005,0.00011299088302548224
152,77,INTERMEDIATE,1,512.0,31.0,16.0,9.0,0.05,0.002168295648197083
153,77,COMPLETED,1,512.0,31.0,16.0,9.0,0.05,0.002168295648197083
154,78,INTERMEDIATE,1,512.0,54.0,47.0,58.0,0.005,2.780587659705336e-05
155,78,COMPLETED,1,512.0,54.0,47.0,58.0,0.005,2.780587659705336e-05
156,79,INTERMEDIATE,1,512.0,20.0,21.0,50.0,0.005,3.817141777418076e-05
157,79,COMPLETED,1,512.0,20.0,21.0,50.0,0.005,3.817141777418076e-05
158,80,INTERMEDIATE,1,1024.0,77.0,42.0,29.0,0.005,4.680492056193996e-05
159,80,COMPLETED,1,1024.0,77.0,42.0,29.0,0.005,4.680492056193996e-05
160,81,INTERMEDIATE,1,2048.0,55.0,36.0,57.0,0.005,9.80089013363364e-05
161,81,COMPLETED,1,2048.0,55.0,36.0,57.0,0.005,9.80089013363364e-05
162,82,INTERMEDIATE,1,512.0,47.0,35.0,44.0,0.005,2.4493000778752558e-05
163,82,COMPLETED,1,512.0,47.0,35.0,44.0,0.005,2.4493000778752558e-05
164,83,INTERMEDIATE,1,2048.0,67.0,16.0,0.0,0.05,0.0021540769380109927
165,83,COMPLETED,1,2048.0,67.0,16.0,0.0,0.05,0.0021540769380109927
166,84,INTERMEDIATE,1,512.0,68.0,37.0,64.0,0.005,5.888667155213045e-05
167,84,COMPLETED,1,512.0,68.0,37.0,64.0,0.005,5.888667155213045e-05
168,85,INTERMEDIATE,1,512.0,80.0,16.0,18.0,0.05,0.0021341687144943904
169,85,COMPLETED,1,512.0,80.0,16.0,18.0,0.05,0.0021341687144943904
170,86,INTERMEDIATE,1,1024.0,20.0,38.0,33.0,0.005,5.2471673684054376e-05
171,86,COMPLETED,1,1024.0,20.0,38.0,33.0,0.005,5.2471673684054376e-05
172,87,INTERMEDIATE,1,2048.0,31.0,64.0,27.0,0.005,0.00010214007184373979
173,87,COMPLETED,1,2048.0,31.0,64.0,27.0,0.005,0.00010214007184373979
174,88,INTERMEDIATE,1,1024.0,55.0,16.0,16.0,0.005,4.7563753620335324e-05
175,88,COMPLETED,1,1024.0,55.0,16.0,16.0,0.005,4.7563753620335324e-05
176,89,INTERMEDIATE,1,2048.0,46.0,50.0,45.0,0.005,8.154729729483501e-05
177,89,COMPLETED,1,2048.0,46.0,50.0,45.0,0.005,8.154729729483501e-05
178,90,INTERMEDIATE,1,2048.0,30.0,48.0,34.0,0.005,7.199350372043293e-05
179,90,COMPLETED,1,2048.0,30.0,48.0,34.0,0.005,7.199350372043293e-05
180,91,INTERMEDIATE,1,1024.0,31.0,64.0,52.0,0.05,0.00011183842855523562
181,91,COMPLETED,1,1024.0,31.0,64.0,52.0,0.05,0.00011183842855523562
182,92,INTERMEDIATE,1,512.0,48.0,64.0,47.0,0.005,2.1964608126856603e-05
183,92,COMPLETED,1,512.0,48.0,64.0,47.0,0.005,2.1964608126856603e-05
184,93,INTERMEDIATE,1,1024.0,30.0,40.0,44.0,0.05,0.0012670055463219565
185,93,COMPLETED,1,1024.0,30.0,40.0,44.0,0.05,0.0012670055463219565
186,94,INTERMEDIATE,1,512.0,32.0,16.0,38.0,0.005,2.171339245463365e-05
187,94,COMPLETED,1,512.0,32.0,16.0,38.0,0.005,2.171339245463365e-05
188,95,INTERMEDIATE,1,2048.0,20.0,27.0,11.0,0.005,0.00017048762372495256
189,95,COMPLETED,1,2048.0,20.0,27.0,11.0,0.005,0.00017048762372495256
190,96,INTERMEDIATE,1,1024.0,73.0,27.0,26.0,0.005,5.4167258808877146e-05
191,96,COMPLETED,1,1024.0,73.0,27.0,26.0,0.005,5.4167258808877146e-05
192,97,INTERMEDIATE,1,1024.0,27.0,55.0,48.0,0.005,3.924475703661211e-05
193,97,COMPLETED,1,1024.0,27.0,55.0,48.0,0.005,3.924475703661211e-05
194,98,INTERMEDIATE,1,1024.0,25.0,56.0,29.0,0.005,4.902102416086888e-05
195,98,COMPLETED,1,1024.0,25.0,56.0,29.0,0.005,4.902102416086888e-05
196,99,INTERMEDIATE,1,2048.0,80.0,16.0,39.0,0.005,6.409628180931429e-05
197,99,COMPLETED,1,2048.0,80.0,16.0,39.0,0.005,6.409628180931429e-05
198,100,INTERMEDIATE,1,2048.0,80.0,51.0,64.0,0.005,5.532905790070896e-05
199,100,COMPLETED,1,2048.0,80.0,51.0,64.0,0.005,5.532905790070896e-05
